strike,expiry,days_to_expiry,option_type,market_price,implied_vol,moneyness
680.0,2026-07-17,21,call,55.865,0.239918,-0.073961
682.0,2026-07-17,21,call,54.505,0.253945,-0.071024
683.0,2026-07-17,21,call,53.605,0.253241,-0.069559
684.0,2026-07-17,21,call,52.825,0.255928,-0.068096
685.0,2026-07-17,21,call,51.15,0.231625,-0.066635
687.0,2026-07-17,21,call,49.885,0.246093,-0.063719
688.0,2026-07-17,21,call,48.265,0.224202,-0.062265
689.0,2026-07-17,21,call,48.145,0.245359,-0.060812
690.0,2026-07-17,21,call,47.12,0.240762,-0.059362
691.0,2026-07-17,21,call,46.21,0.239156,-0.057914
692.0,2026-07-17,21,call,45.26,0.23646,-0.056468
693.0,2026-07-17,21,call,44.295,0.23335,-0.055024
694.0,2026-07-17,21,call,43.48,0.233895,-0.053582
695.0,2026-07-17,21,call,42.465,0.229474,-0.052142
696.0,2026-07-17,21,call,40.84,0.20988,-0.050704
697.0,2026-07-17,21,call,40.585,0.224161,-0.049268
698.0,2026-07-17,21,call,39.92,0.227708,-0.047835
699.0,2026-07-17,21,call,38.7,0.218549,-0.046403
700.0,2026-07-17,21,call,37.455,0.208794,-0.044973
701.0,2026-07-17,21,call,37.285,0.222948,-0.043546
702.0,2026-07-17,21,call,35.765,0.207438,-0.04212
703.0,2026-07-17,21,call,35.345,0.215546,-0.040697
704.0,2026-07-17,21,call,34.565,0.215684,-0.039275
705.0,2026-07-17,21,call,32.895,0.197466,-0.037856
706.0,2026-07-17,21,call,31.97,0.194719,-0.036438
707.0,2026-07-17,21,call,31.93,0.209474,-0.035023
708.0,2026-07-17,21,call,30.91,0.204532,-0.03361
709.0,2026-07-17,21,call,29.73,0.19652,-0.032198
710.0,2026-07-17,21,call,28.675,0.190906,-0.030789
711.0,2026-07-17,21,call,27.945,0.191369,-0.029381
712.0,2026-07-17,21,call,27.03,0.188262,-0.027976
713.0,2026-07-17,21,call,26.145,0.185627,-0.026572
714.0,2026-07-17,21,call,25.35,0.184502,-0.025171
715.0,2026-07-17,21,call,24.54,0.182978,-0.023771
716.0,2026-07-17,21,call,23.78,0.182182,-0.022374
717.0,2026-07-17,21,call,22.985,0.180644,-0.020978
718.0,2026-07-17,21,call,22.325,0.181204,-0.019584
719.0,2026-07-17,21,call,21.4,0.177252,-0.018192
720.0,2026-07-17,21,call,20.695,0.176763,-0.016803
721.0,2026-07-17,21,call,19.92,0.174994,-0.015415
722.0,2026-07-17,21,call,19.165,0.173399,-0.014029
723.0,2026-07-17,21,call,18.555,0.173894,-0.012644
724.0,2026-07-17,21,call,17.82,0.172283,-0.011262
725.0,2026-07-17,21,call,17.085,0.170518,-0.009882
726.0,2026-07-17,21,call,16.345,0.168524,-0.008504
727.0,2026-07-17,21,call,15.72,0.168077,-0.007127
728.0,2026-07-17,21,call,14.935,0.165096,-0.005753
729.0,2026-07-17,21,call,14.29,0.164004,-0.00438
730.0,2026-07-17,21,call,13.685,0.163309,-0.003009
731.0,2026-07-17,21,call,13.07,0.162279,-0.00164
732.0,2026-07-17,21,call,12.31,0.158979,-0.000273
733.0,2026-07-17,21,call,11.7,0.157645,0.001092
734.0,2026-07-17,21,call,11.2,0.157682,0.002455
735.0,2026-07-17,21,call,10.57,0.15566,0.003817
736.0,2026-07-17,21,call,9.995,0.154216,0.005176
737.0,2026-07-17,21,call,9.465,0.153202,0.006534
738.0,2026-07-17,21,call,8.93,0.151902,0.00789
739.0,2026-07-17,21,call,8.32,0.149294,0.009244
740.0,2026-07-17,21,call,7.86,0.148622,0.010596
741.0,2026-07-17,21,call,7.39,0.147578,0.011947
742.0,2026-07-17,21,call,6.855,0.145332,0.013296
743.0,2026-07-17,21,call,6.375,0.143641,0.014642
744.0,2026-07-17,21,call,5.935,0.142293,0.015987
745.0,2026-07-17,21,call,5.585,0.142075,0.017331
746.0,2026-07-17,21,call,5.115,0.13973,0.018672
747.0,2026-07-17,21,call,4.755,0.13884,0.020011
748.0,2026-07-17,21,call,4.375,0.137351,0.021349
749.0,2026-07-17,21,call,4.055,0.136577,0.022685
750.0,2026-07-17,21,call,3.675,0.134481,0.024019
751.0,2026-07-17,21,call,3.375,0.133466,0.025352
752.0,2026-07-17,21,call,3.08,0.132242,0.026683
753.0,2026-07-17,21,call,2.83,0.131565,0.028012
754.0,2026-07-17,21,call,2.56,0.130194,0.029339
755.0,2026-07-17,21,call,2.29,0.128465,0.030664
756.0,2026-07-17,21,call,2.055,0.127106,0.031988
757.0,2026-07-17,21,call,1.87,0.126531,0.03331
758.0,2026-07-17,21,call,1.675,0.125405,0.03463
759.0,2026-07-17,21,call,1.485,0.124032,0.035948
760.0,2026-07-17,21,call,1.34,0.123483,0.037265
761.0,2026-07-17,21,call,1.16,0.121581,0.03858
762.0,2026-07-17,21,call,1.04,0.121056,0.039893
763.0,2026-07-17,21,call,0.92,0.120198,0.041204
764.0,2026-07-17,21,call,0.815,0.119498,0.042514
765.0,2026-07-17,21,call,0.715,0.118622,0.043822
766.0,2026-07-17,21,call,0.63,0.117977,0.045128
767.0,2026-07-17,21,call,0.555,0.117417,0.046433
768.0,2026-07-17,21,call,0.49,0.116992,0.047736
769.0,2026-07-17,21,call,0.42,0.115944,0.049037
770.0,2026-07-17,21,call,0.36,0.11502,0.050337
771.0,2026-07-17,21,call,0.32,0.114974,0.051635
772.0,2026-07-17,21,call,0.285,0.115005,0.052931
773.0,2026-07-17,21,call,0.255,0.115158,0.054225
774.0,2026-07-17,21,call,0.215,0.114195,0.055518
775.0,2026-07-17,21,call,0.185,0.113707,0.056809
776.0,2026-07-17,21,call,0.165,0.113912,0.058099
777.0,2026-07-17,21,call,0.145,0.113881,0.059387
778.0,2026-07-17,21,call,0.135,0.114846,0.060673
779.0,2026-07-17,21,call,0.115,0.114334,0.061957
780.0,2026-07-17,21,call,0.105,0.114978,0.06324
781.0,2026-07-17,21,call,0.095,0.115474,0.064521
782.0,2026-07-17,21,call,0.085,0.115801,0.065801
783.0,2026-07-17,21,call,0.075,0.115928,0.067079
784.0,2026-07-17,21,call,0.065,0.115811,0.068355
785.0,2026-07-17,21,call,0.065,0.117773,0.06963
786.0,2026-07-17,21,call,0.055,0.117314,0.070903
787.0,2026-07-17,21,call,0.055,0.119232,0.072175
788.0,2026-07-17,21,call,0.045,0.118326,0.073444
789.0,2026-07-17,21,call,0.045,0.120197,0.074713
790.0,2026-07-17,21,call,0.045,0.122062,0.075979
791.0,2026-07-17,21,call,0.045,0.123922,0.077244
792.0,2026-07-17,21,call,0.035,0.122301,0.078508
793.0,2026-07-17,21,call,0.035,0.124109,0.07977
794.0,2026-07-17,21,call,0.035,0.125912,0.08103
795.0,2026-07-17,21,call,0.035,0.12771,0.082288
796.0,2026-07-17,21,call,0.035,0.129503,0.083545
797.0,2026-07-17,21,call,0.035,0.131291,0.084801
798.0,2026-07-17,21,call,0.035,0.133074,0.086055
799.0,2026-07-17,21,call,0.025,0.130202,0.087307
800.0,2026-07-17,21,call,0.025,0.131926,0.088558
805.0,2026-07-17,21,call,0.025,0.140478,0.094789
810.0,2026-07-17,21,call,0.025,0.148926,0.100981
815.0,2026-07-17,21,call,0.015,0.149863,0.107134
820.0,2026-07-17,21,call,0.015,0.157794,0.113251
825.0,2026-07-17,21,call,0.015,0.16564,0.11933
830.0,2026-07-17,21,call,0.015,0.173404,0.125372
835.0,2026-07-17,21,call,0.015,0.18109,0.131378
840.0,2026-07-17,21,call,0.015,0.188699,0.137348
845.0,2026-07-17,21,call,0.015,0.196235,0.143283
850.0,2026-07-17,21,call,0.015,0.2037,0.149183
855.0,2026-07-17,21,call,0.015,0.211096,0.155048
860.0,2026-07-17,21,call,0.015,0.218425,0.160879
865.0,2026-07-17,21,call,0.015,0.225689,0.166676
880.0,2026-07-17,21,call,0.01,0.239064,0.183868
885.0,2026-07-17,21,call,0.01,0.245891,0.189534
360.0,2026-07-17,21,put,0.015,0.905068,-0.70995
365.0,2026-07-17,21,put,0.015,0.888379,-0.696156
370.0,2026-07-17,21,put,0.015,0.871912,-0.682551
375.0,2026-07-17,21,put,0.015,0.855661,-0.669128
380.0,2026-07-17,21,put,0.015,0.83962,-0.655882
385.0,2026-07-17,21,put,0.015,0.823783,-0.64281
390.0,2026-07-17,21,put,0.025,0.840876,-0.629907
395.0,2026-07-17,21,put,0.025,0.824861,-0.617168
400.0,2026-07-17,21,put,0.025,0.809041,-0.604589
405.0,2026-07-17,21,put,0.025,0.79341,-0.592167
410.0,2026-07-17,21,put,0.035,0.799917,-0.579897
415.0,2026-07-17,21,put,0.035,0.784261,-0.567775
420.0,2026-07-17,21,put,0.035,0.768784,-0.555799
425.0,2026-07-17,21,put,0.035,0.753481,-0.543965
430.0,2026-07-17,21,put,0.045,0.754627,-0.532269
435.0,2026-07-17,21,put,0.045,0.739364,-0.520708
440.0,2026-07-17,21,put,0.045,0.724264,-0.509279
445.0,2026-07-17,21,put,0.055,0.72228,-0.497979
450.0,2026-07-17,21,put,0.055,0.707257,-0.486806
455.0,2026-07-17,21,put,0.055,0.692387,-0.475756
460.0,2026-07-17,21,put,0.065,0.688315,-0.464827
465.0,2026-07-17,21,put,0.065,0.67354,-0.454016
470.0,2026-07-17,21,put,0.075,0.668024,-0.443321
475.0,2026-07-17,21,put,0.085,0.661442,-0.432739
480.0,2026-07-17,21,put,0.085,0.646759,-0.422268
485.0,2026-07-17,21,put,0.095,0.639329,-0.411905
490.0,2026-07-17,21,put,0.105,0.631225,-0.401648
495.0,2026-07-17,21,put,0.105,0.616674,-0.391496
500.0,2026-07-17,21,put,0.115,0.608024,-0.381446
505.0,2026-07-17,21,put,0.125,0.598913,-0.371495
510.0,2026-07-17,21,put,0.135,0.589413,-0.361643
515.0,2026-07-17,21,put,0.145,0.579576,-0.351887
520.0,2026-07-17,21,put,0.155,0.56945,-0.342225
525.0,2026-07-17,21,put,0.165,0.55907,-0.332655
530.0,2026-07-17,21,put,0.175,0.548467,-0.323177
535.0,2026-07-17,21,put,0.185,0.537667,-0.313787
540.0,2026-07-17,21,put,0.195,0.526691,-0.304485
545.0,2026-07-17,21,put,0.205,0.515559,-0.295268
550.0,2026-07-17,21,put,0.215,0.504286,-0.286135
555.0,2026-07-17,21,put,0.235,0.495558,-0.277086
560.0,2026-07-17,21,put,0.245,0.483902,-0.268117
565.0,2026-07-17,21,put,0.265,0.47449,-0.259228
570.0,2026-07-17,21,put,0.275,0.462532,-0.250417
575.0,2026-07-17,21,put,0.295,0.452565,-0.241684
580.0,2026-07-17,21,put,0.305,0.440361,-0.233026
585.0,2026-07-17,21,put,0.325,0.429932,-0.224442
590.0,2026-07-17,21,put,0.345,0.419239,-0.215931
595.0,2026-07-17,21,put,0.365,0.408306,-0.207492
600.0,2026-07-17,21,put,0.385,0.397153,-0.199124
605.0,2026-07-17,21,put,0.415,0.387194,-0.190825
610.0,2026-07-17,21,put,0.435,0.375567,-0.182595
615.0,2026-07-17,21,put,0.465,0.364989,-0.174431
620.0,2026-07-17,21,put,0.485,0.352957,-0.166334
625.0,2026-07-17,21,put,0.525,0.342909,-0.158302
630.0,2026-07-17,21,put,0.555,0.331451,-0.150334
635.0,2026-07-17,21,put,0.605,0.321566,-0.142429
640.0,2026-07-17,21,put,0.645,0.310337,-0.134586
645.0,2026-07-17,21,put,0.715,0.301091,-0.126803
650.0,2026-07-17,21,put,0.78,0.290814,-0.119081
651.0,2026-07-17,21,put,0.795,0.288828,-0.117544
652.0,2026-07-17,21,put,0.81,0.286815,-0.116009
653.0,2026-07-17,21,put,0.83,0.285107,-0.114477
654.0,2026-07-17,21,put,0.835,0.282386,-0.112946
655.0,2026-07-17,21,put,0.855,0.280622,-0.111418
656.0,2026-07-17,21,put,0.88,0.279134,-0.109893
657.0,2026-07-17,21,put,0.895,0.276985,-0.10837
658.0,2026-07-17,21,put,0.915,0.275113,-0.106849
659.0,2026-07-17,21,put,0.935,0.273207,-0.10533
660.0,2026-07-17,21,put,0.955,0.271268,-0.103814
661.0,2026-07-17,21,put,0.975,0.269296,-0.1023
662.0,2026-07-17,21,put,0.99,0.267013,-0.100788
663.0,2026-07-17,21,put,1.025,0.2658,-0.099279
664.0,2026-07-17,21,put,1.05,0.26399,-0.097772
665.0,2026-07-17,21,put,1.07,0.261879,-0.096267
666.0,2026-07-17,21,put,1.1,0.26025,-0.094764
667.0,2026-07-17,21,put,1.14,0.259068,-0.093264
668.0,2026-07-17,21,put,1.15,0.256356,-0.091766
669.0,2026-07-17,21,put,1.18,0.254594,-0.09027
670.0,2026-07-17,21,put,1.22,0.253253,-0.088776
671.0,2026-07-17,21,put,1.255,0.251619,-0.087285
672.0,2026-07-17,21,put,1.27,0.249037,-0.085795
673.0,2026-07-17,21,put,1.34,0.248845,-0.084308
674.0,2026-07-17,21,put,1.36,0.246405,-0.082824
675.0,2026-07-17,21,put,1.41,0.245192,-0.081341
676.0,2026-07-17,21,put,1.44,0.243091,-0.079861
677.0,2026-07-17,21,put,1.48,0.241351,-0.078382
678.0,2026-07-17,21,put,1.535,0.240141,-0.076906
679.0,2026-07-17,21,put,1.57,0.238093,-0.075433
680.0,2026-07-17,21,put,1.625,0.236746,-0.073961
681.0,2026-07-17,21,put,1.65,0.234235,-0.072491
682.0,2026-07-17,21,put,1.74,0.234007,-0.071024
683.0,2026-07-17,21,put,1.76,0.231229,-0.069559
684.0,2026-07-17,21,put,1.845,0.230636,-0.068096
685.0,2026-07-17,21,put,1.905,0.229104,-0.066635
686.0,2026-07-17,21,put,1.98,0.227983,-0.065176
687.0,2026-07-17,21,put,1.99,0.224725,-0.063719
688.0,2026-07-17,21,put,2.065,0.223474,-0.062265
689.0,2026-07-17,21,put,2.15,0.222435,-0.060812
690.0,2026-07-17,21,put,2.24,0.221442,-0.059362
691.0,2026-07-17,21,put,2.295,0.219346,-0.057914
692.0,2026-07-17,21,put,2.36,0.217475,-0.056468
693.0,2026-07-17,21,put,2.47,0.216772,-0.055024
694.0,2026-07-17,21,put,2.545,0.215014,-0.053582
695.0,2026-07-17,21,put,2.66,0.214226,-0.052142
696.0,2026-07-17,21,put,2.705,0.211534,-0.050704
697.0,2026-07-17,21,put,2.815,0.210432,-0.049268
698.0,2026-07-17,21,put,2.89,0.208366,-0.047835
699.0,2026-07-17,21,put,3.04,0.208027,-0.046403
700.0,2026-07-17,21,put,3.125,0.206026,-0.044973
701.0,2026-07-17,21,put,3.22,0.204181,-0.043546
702.0,2026-07-17,21,put,3.385,0.20382,-0.04212
703.0,2026-07-17,21,put,3.475,0.201672,-0.040697
704.0,2026-07-17,21,put,3.655,0.201377,-0.039275
705.0,2026-07-17,21,put,3.785,0.199884,-0.037856
706.0,2026-07-17,21,put,3.885,0.197672,-0.036438
707.0,2026-07-17,21,put,4.055,0.19679,-0.035023
708.0,2026-07-17,21,put,4.165,0.194593,-0.03361
709.0,2026-07-17,21,put,4.305,0.192893,-0.032198
710.0,2026-07-17,21,put,4.54,0.192889,-0.030789
711.0,2026-07-17,21,put,4.645,0.190298,-0.029381
712.0,2026-07-17,21,put,4.845,0.189364,-0.027976
713.0,2026-07-17,21,put,4.98,0.187124,-0.026572
714.0,2026-07-17,21,put,5.24,0.186992,-0.025171
715.0,2026-07-17,21,put,5.465,0.186081,-0.023771
716.0,2026-07-17,21,put,5.585,0.183237,-0.022374
717.0,2026-07-17,21,put,5.8,0.181897,-0.020978
718.0,2026-07-17,21,put,6.095,0.18174,-0.019584
719.0,2026-07-17,21,put,6.315,0.180189,-0.018192
720.0,2026-07-17,21,put,6.61,0.179701,-0.016803
721.0,2026-07-17,21,put,6.8,0.177386,-0.015415
722.0,2026-07-17,21,put,7.06,0.176039,-0.014029
723.0,2026-07-17,21,put,7.32,0.17454,-0.012644
724.0,2026-07-17,21,put,7.58,0.172889,-0.011262
725.0,2026-07-17,21,put,7.945,0.172668,-0.009882
726.0,2026-07-17,21,put,8.21,0.170771,-0.008504
727.0,2026-07-17,21,put,8.55,0.169828,-0.007127
728.0,2026-07-17,21,put,8.885,0.168636,-0.005753
729.0,2026-07-17,21,put,9.2,0.166978,-0.00438
730.0,2026-07-17,21,put,9.57,0.165944,-0.003009
731.0,2026-07-17,21,put,9.79,0.162565,-0.00164
732.0,2026-07-17,21,put,10.305,0.16325,-0.000273
733.0,2026-07-17,21,put,10.555,0.159942,0.001092
734.0,2026-07-17,21,put,10.955,0.158589,0.002455
735.0,2026-07-17,21,put,11.515,0.159319,0.003817
736.0,2026-07-17,21,put,11.915,0.157562,0.005176
737.0,2026-07-17,21,put,12.29,0.155237,0.006534
738.0,2026-07-17,21,put,12.89,0.155925,0.00789
739.0,2026-07-17,21,put,13.29,0.153525,0.009244
740.0,2026-07-17,21,put,13.9,0.153941,0.010596
741.0,2026-07-17,21,put,14.23,0.150052,0.011947
742.0,2026-07-17,21,put,14.845,0.150099,0.013296
743.0,2026-07-17,21,put,15.335,0.148061,0.014642
744.0,2026-07-17,21,put,16.05,0.149173,0.015987
745.0,2026-07-17,21,put,16.72,0.149409,0.017331
746.0,2026-07-17,21,put,17.28,0.147721,0.018672
747.0,2026-07-17,21,put,17.89,0.146554,0.020011
748.0,2026-07-17,21,put,18.515,0.14537,0.021349
749.0,2026-07-17,21,put,19.1,0.143249,0.022685
750.0,2026-07-17,21,put,20.02,0.146513,0.024019
751.0,2026-07-17,21,put,20.67,0.145017,0.025352
752.0,2026-07-17,21,put,21.415,0.144921,0.026683
753.0,2026-07-17,21,put,22.185,0.145059,0.028012
754.0,2026-07-17,21,put,22.955,0.144988,0.029339
755.0,2026-07-17,21,put,23.745,0.145083,0.030664
756.0,2026-07-17,21,put,24.71,0.148433,0.031988
757.0,2026-07-17,21,put,25.62,0.150627,0.03331
758.0,2026-07-17,21,put,26.47,0.151496,0.03463
759.0,2026-07-17,21,put,27.18,0.149225,0.035948
760.0,2026-07-17,21,put,28.315,0.1559,0.037265
761.0,2026-07-17,21,put,29.135,0.155722,0.03858
762.0,2026-07-17,21,put,29.97,0.155676,0.039893
763.0,2026-07-17,21,put,31.015,0.160336,0.041204
764.0,2026-07-17,21,put,31.935,0.162071,0.042514
765.0,2026-07-17,21,put,33.0,0.16717,0.043822
766.0,2026-07-17,21,put,33.925,0.168928,0.045128
767.0,2026-07-17,21,put,34.95,0.173047,0.046433
770.0,2026-07-17,21,put,37.99,0.184463,0.050337
771.0,2026-07-17,21,put,38.99,0.187905,0.051635
775.0,2026-07-17,21,put,43.045,0.202899,0.056809
785.0,2026-07-17,21,put,53.015,0.234949,0.06963
790.0,2026-07-17,21,put,58.055,0.25197,0.075979
791.0,2026-07-17,21,put,59.03,0.254392,0.077244
800.0,2026-07-17,21,put,68.045,0.282575,0.088558
810.0,2026-07-17,21,put,78.045,0.312417,0.100981
500.0,2026-07-24,28,call,234.31,0.559711,-0.381446
550.0,2026-07-24,28,call,184.685,0.471295,-0.286135
560.0,2026-07-24,28,call,174.69,0.439807,-0.268117
595.0,2026-07-24,28,call,139.955,0.369209,-0.207492
600.0,2026-07-24,28,call,134.975,0.356626,-0.199124
605.0,2026-07-24,28,call,130.07,0.351956,-0.190825
615.0,2026-07-24,28,call,120.195,0.33425,-0.174431
620.0,2026-07-24,28,call,115.285,0.327073,-0.166334
630.0,2026-07-24,28,call,105.405,0.306839,-0.150334
635.0,2026-07-24,28,call,100.435,0.29439,-0.142429
640.0,2026-07-24,28,call,95.56,0.287784,-0.134586
645.0,2026-07-24,28,call,90.74,0.28329,-0.126803
650.0,2026-07-24,28,call,85.82,0.272672,-0.119081
654.0,2026-07-24,28,call,81.95,0.267014,-0.112946
655.0,2026-07-24,28,call,81.005,0.266511,-0.111418
660.0,2026-07-24,28,call,76.17,0.258496,-0.103814
665.0,2026-07-24,28,call,71.36,0.25063,-0.096267
670.0,2026-07-24,28,call,66.795,0.249907,-0.088776
672.0,2026-07-24,28,call,65.45,0.262772,-0.085795
674.0,2026-07-24,28,call,63.46,0.256446,-0.082824
675.0,2026-07-24,28,call,62.52,0.254755,-0.081341
677.0,2026-07-24,28,call,60.57,0.249432,-0.078382
680.0,2026-07-24,28,call,57.775,0.244598,-0.073961
685.0,2026-07-24,28,call,53.145,0.236313,-0.066635
687.0,2026-07-24,28,call,51.285,0.232501,-0.063719
690.0,2026-07-24,28,call,48.525,0.227106,-0.059362
692.0,2026-07-24,28,call,46.785,0.225316,-0.056468
693.0,2026-07-24,28,call,45.735,0.220683,-0.055024
694.0,2026-07-24,28,call,44.765,0.217662,-0.053582
695.0,2026-07-24,28,call,43.975,0.218161,-0.052142
696.0,2026-07-24,28,call,41.835,0.191253,-0.050704
697.0,2026-07-24,28,call,42.33,0.217521,-0.049268
698.0,2026-07-24,28,call,40.695,0.2017,-0.047835
699.0,2026-07-24,28,call,40.605,0.215014,-0.046403
700.0,2026-07-24,28,call,38.96,0.199374,-0.044973
701.0,2026-07-24,28,call,38.84,0.211508,-0.043546
702.0,2026-07-24,28,call,37.99,0.210225,-0.04212
703.0,2026-07-24,28,call,36.515,0.198063,-0.040697
704.0,2026-07-24,28,call,35.51,0.194112,-0.039275
705.0,2026-07-24,28,call,35.3,0.203595,-0.037856
706.0,2026-07-24,28,call,34.715,0.206349,-0.036438
707.0,2026-07-24,28,call,32.325,0.179273,-0.035023
708.0,2026-07-24,28,call,32.865,0.200526,-0.03361
709.0,2026-07-24,28,call,31.895,0.196845,-0.032198
710.0,2026-07-24,28,call,31.085,0.195609,-0.030789
711.0,2026-07-24,28,call,29.66,0.184837,-0.029381
712.0,2026-07-24,28,call,29.15,0.188119,-0.027976
713.0,2026-07-24,28,call,28.595,0.190469,-0.026572
714.0,2026-07-24,28,call,28.175,0.194565,-0.025171
715.0,2026-07-24,28,call,27.295,0.191819,-0.023771
716.0,2026-07-24,28,call,26.445,0.189434,-0.022374
718.0,2026-07-24,28,call,24.185,0.176624,-0.019584
719.0,2026-07-24,28,call,23.56,0.177211,-0.018192
720.0,2026-07-24,28,call,22.78,0.175526,-0.016803
721.0,2026-07-24,28,call,21.95,0.173062,-0.015415
722.0,2026-07-24,28,call,20.675,0.164531,-0.014029
723.0,2026-07-24,28,call,20.51,0.170783,-0.012644
724.0,2026-07-24,28,call,19.845,0.170185,-0.011262
725.0,2026-07-24,28,call,19.095,0.168349,-0.009882
726.0,2026-07-24,28,call,18.38,0.166851,-0.008504
727.0,2026-07-24,28,call,17.685,0.165487,-0.007127
728.0,2026-07-24,28,call,17.03,0.164503,-0.005753
729.0,2026-07-24,28,call,16.335,0.162879,-0.00438
730.0,2026-07-24,28,call,15.76,0.162631,-0.003009
731.0,2026-07-24,28,call,15.055,0.160613,-0.00164
732.0,2026-07-24,28,call,14.42,0.159331,-0.000273
733.0,2026-07-24,28,call,13.75,0.157473,0.001092
734.0,2026-07-24,28,call,13.18,0.156708,0.002455
735.0,2026-07-24,28,call,12.575,0.155358,0.003817
736.0,2026-07-24,28,call,11.96,0.153732,0.005176
737.0,2026-07-24,28,call,11.38,0.152381,0.006534
738.0,2026-07-24,28,call,10.82,0.151117,0.00789
739.0,2026-07-24,28,call,10.31,0.150308,0.009244
740.0,2026-07-24,28,call,9.79,0.14921,0.010596
741.0,2026-07-24,28,call,9.3,0.148317,0.011947
742.0,2026-07-24,28,call,8.81,0.147253,0.013296
743.0,2026-07-24,28,call,8.285,0.145565,0.014642
744.0,2026-07-24,28,call,7.82,0.144456,0.015987
745.0,2026-07-24,28,call,7.32,0.142704,0.017331
746.0,2026-07-24,28,call,6.9,0.1418,0.018672
747.0,2026-07-24,28,call,6.515,0.141172,0.020011
748.0,2026-07-24,28,call,6.07,0.139544,0.021349
749.0,2026-07-24,28,call,5.67,0.138315,0.022685
750.0,2026-07-24,28,call,5.32,0.137574,0.024019
751.0,2026-07-24,28,call,4.92,0.135915,0.025352
752.0,2026-07-24,28,call,4.595,0.135114,0.026683
753.0,2026-07-24,28,call,4.26,0.133951,0.028012
754.0,2026-07-24,28,call,3.94,0.132785,0.029339
755.0,2026-07-24,28,call,3.67,0.132178,0.030664
756.0,2026-07-24,28,call,3.38,0.131029,0.031988
757.0,2026-07-24,28,call,3.085,0.129542,0.03331
758.0,2026-07-24,28,call,2.86,0.129009,0.03463
759.0,2026-07-24,28,call,2.635,0.128258,0.035948
760.0,2026-07-24,28,call,2.415,0.127363,0.037265
761.0,2026-07-24,28,call,2.19,0.126114,0.03858
762.0,2026-07-24,28,call,2.015,0.12561,0.039893
763.0,2026-07-24,28,call,1.845,0.124986,0.041204
764.0,2026-07-24,28,call,1.66,0.123774,0.042514
765.0,2026-07-24,28,call,1.5,0.122852,0.043822
766.0,2026-07-24,28,call,1.355,0.122025,0.045128
767.0,2026-07-24,28,call,1.235,0.12159,0.046433
768.0,2026-07-24,28,call,1.125,0.121201,0.047736
769.0,2026-07-24,28,call,1.01,0.120423,0.049037
770.0,2026-07-24,28,call,0.895,0.119352,0.050337
771.0,2026-07-24,28,call,0.81,0.118982,0.051635
772.0,2026-07-24,28,call,0.74,0.11892,0.052931
773.0,2026-07-24,28,call,0.66,0.118263,0.054225
774.0,2026-07-24,28,call,0.59,0.117736,0.055518
775.0,2026-07-24,28,call,0.53,0.117389,0.056809
776.0,2026-07-24,28,call,0.475,0.117036,0.058099
777.0,2026-07-24,28,call,0.42,0.116429,0.059387
778.0,2026-07-24,28,call,0.385,0.116666,0.060673
779.0,2026-07-24,28,call,0.34,0.116129,0.061957
780.0,2026-07-24,28,call,0.31,0.116296,0.06324
781.0,2026-07-24,28,call,0.27,0.115576,0.064521
782.0,2026-07-24,28,call,0.245,0.115701,0.065801
783.0,2026-07-24,28,call,0.225,0.116064,0.067079
784.0,2026-07-24,28,call,0.2,0.115838,0.068355
785.0,2026-07-24,28,call,0.175,0.11537,0.06963
786.0,2026-07-24,28,call,0.165,0.116225,0.070903
787.0,2026-07-24,28,call,0.145,0.115878,0.072175
788.0,2026-07-24,28,call,0.135,0.116514,0.073444
789.0,2026-07-24,28,call,0.125,0.117055,0.074713
790.0,2026-07-24,28,call,0.115,0.117491,0.075979
791.0,2026-07-24,28,call,0.105,0.117807,0.077244
792.0,2026-07-24,28,call,0.095,0.117987,0.078508
793.0,2026-07-24,28,call,0.085,0.118007,0.07977
794.0,2026-07-24,28,call,0.085,0.119705,0.08103
795.0,2026-07-24,28,call,0.075,0.119511,0.082288
796.0,2026-07-24,28,call,0.07,0.120158,0.083545
797.0,2026-07-24,28,call,0.065,0.120725,0.084801
798.0,2026-07-24,28,call,0.055,0.119975,0.086055
799.0,2026-07-24,28,call,0.055,0.12158,0.087307
800.0,2026-07-24,28,call,0.055,0.123181,0.088558
805.0,2026-07-24,28,call,0.04,0.126566,0.094789
810.0,2026-07-24,28,call,0.035,0.132302,0.100981
815.0,2026-07-24,28,call,0.025,0.135079,0.107134
820.0,2026-07-24,28,call,0.025,0.142231,0.113251
825.0,2026-07-24,28,call,0.025,0.149305,0.11933
830.0,2026-07-24,28,call,0.015,0.149107,0.125372
835.0,2026-07-24,28,call,0.015,0.155767,0.131378
840.0,2026-07-24,28,call,0.015,0.162361,0.137348
845.0,2026-07-24,28,call,0.015,0.168892,0.143283
850.0,2026-07-24,28,call,0.015,0.17536,0.149183
855.0,2026-07-24,28,call,0.015,0.181769,0.155048
860.0,2026-07-24,28,call,0.015,0.188119,0.160879
865.0,2026-07-24,28,call,0.015,0.194413,0.166676
870.0,2026-07-24,28,call,0.015,0.200652,0.172439
875.0,2026-07-24,28,call,0.015,0.206837,0.17817
880.0,2026-07-24,28,call,0.015,0.21297,0.183868
885.0,2026-07-24,28,call,0.015,0.219052,0.189534
890.0,2026-07-24,28,call,0.015,0.225084,0.195168
500.0,2026-07-24,28,put,0.175,0.552555,-0.381446
505.0,2026-07-24,28,put,0.195,0.546309,-0.371495
