strike,expiry,days_to_expiry,option_type,market_price,implied_vol,moneyness
585.0,2026-10-30,126,call,158.665,0.235303,-0.224442
590.0,2026-10-30,126,call,153.95,0.234079,-0.215931
600.0,2026-10-30,126,call,144.535,0.230313,-0.199124
605.0,2026-10-30,126,call,139.925,0.229813,-0.190825
610.0,2026-10-30,126,call,135.255,0.227434,-0.182595
615.0,2026-10-30,126,call,131.27,0.23661,-0.174431
620.0,2026-10-30,126,call,126.74,0.234941,-0.166334
630.0,2026-10-30,126,call,116.94,0.21961,-0.150334
635.0,2026-10-30,126,call,112.48,0.218137,-0.142429
640.0,2026-10-30,126,call,108.66,0.224135,-0.134586
641.0,2026-10-30,126,call,107.78,0.223718,-0.133024
646.0,2026-10-30,126,call,103.31,0.220534,-0.125254
649.0,2026-10-30,126,call,100.635,0.218518,-0.120621
650.0,2026-10-30,126,call,99.085,0.210412,-0.119081
651.0,2026-10-30,126,call,98.195,0.209789,-0.117544
655.0,2026-10-30,126,call,95.32,0.214452,-0.111418
658.0,2026-10-30,126,call,91.96,0.204925,-0.106849
660.0,2026-10-30,126,call,90.23,0.20393,-0.103814
662.0,2026-10-30,126,call,105.825,0.345591,-0.100788
666.0,2026-10-30,126,call,85.945,0.209097,-0.094764
670.0,2026-10-30,126,call,82.375,0.205119,-0.088776
672.0,2026-10-30,126,call,97.035,0.330108,-0.085795
674.0,2026-10-30,126,call,78.745,0.200426,-0.082824
675.0,2026-10-30,126,call,78.285,0.203115,-0.081341
677.0,2026-10-30,126,call,92.735,0.322797,-0.078382
680.0,2026-10-30,126,call,73.955,0.198577,-0.073961
682.0,2026-10-30,126,call,72.33,0.197535,-0.071024
685.0,2026-10-30,126,call,69.85,0.195475,-0.066635
686.0,2026-10-30,126,call,69.12,0.195512,-0.065176
688.0,2026-10-30,126,call,67.485,0.194138,-0.062265
690.0,2026-10-30,126,call,65.755,0.191963,-0.059362
691.0,2026-10-30,126,call,64.42,0.187274,-0.057914
692.0,2026-10-30,126,call,63.975,0.189356,-0.056468
693.0,2026-10-30,126,call,62.54,0.183931,-0.055024
694.0,2026-10-30,126,call,78.605,0.299731,-0.053582
695.0,2026-10-30,126,call,61.71,0.188347,-0.052142
697.0,2026-10-30,126,call,60.105,0.186859,-0.049268
698.0,2026-10-30,126,call,59.345,0.18639,-0.047835
699.0,2026-10-30,126,call,57.975,0.181525,-0.046403
700.0,2026-10-30,126,call,57.915,0.186019,-0.044973
701.0,2026-10-30,126,call,56.99,0.184314,-0.043546
702.0,2026-10-30,126,call,56.23,0.183754,-0.04212
703.0,2026-10-30,126,call,55.44,0.182962,-0.040697
704.0,2026-10-30,126,call,54.71,0.182564,-0.039275
705.0,2026-10-30,126,call,54.0,0.182277,-0.037856
707.0,2026-10-30,126,call,50.955,0.170561,-0.035023
708.0,2026-10-30,126,call,51.71,0.180177,-0.03361
710.0,2026-10-30,126,call,49.925,0.176949,-0.030789
711.0,2026-10-30,126,call,49.435,0.177975,-0.029381
712.0,2026-10-30,126,call,48.525,0.176201,-0.027976
713.0,2026-10-30,126,call,47.93,0.17647,-0.026572
714.0,2026-10-30,126,call,46.38,0.170499,-0.025171
715.0,2026-10-30,126,call,45.74,0.170447,-0.023771
716.0,2026-10-30,126,call,60.0,0.263704,-0.022374
717.0,2026-10-30,126,call,44.325,0.169383,-0.020978
718.0,2026-10-30,126,call,44.17,0.172323,-0.019584
719.0,2026-10-30,126,call,43.415,0.171406,-0.018192
720.0,2026-10-30,126,call,42.03,0.166499,-0.016803
721.0,2026-10-30,126,call,42.125,0.170878,-0.015415
722.0,2026-10-30,126,call,40.62,0.16521,-0.014029
723.0,2026-10-30,126,call,40.805,0.170046,-0.012644
724.0,2026-10-30,126,call,39.885,0.167984,-0.011262
725.0,2026-10-30,126,call,39.24,0.167596,-0.009882
726.0,2026-10-30,126,call,38.49,0.166536,-0.008504
727.0,2026-10-30,126,call,37.155,0.161885,-0.007127
728.0,2026-10-30,126,call,36.48,0.161247,-0.005753
729.0,2026-10-30,126,call,36.49,0.164725,-0.00438
730.0,2026-10-30,126,call,35.125,0.159855,-0.003009
731.0,2026-10-30,126,call,34.525,0.159581,-0.00164
732.0,2026-10-30,126,call,33.87,0.158947,-0.000273
733.0,2026-10-30,126,call,33.33,0.158969,0.001092
734.0,2026-10-30,126,call,32.55,0.157529,0.002455
735.0,2026-10-30,126,call,32.05,0.157725,0.003817
736.0,2026-10-30,126,call,31.3,0.156407,0.005176
737.0,2026-10-30,126,call,30.675,0.155799,0.006534
738.0,2026-10-30,126,call,30.11,0.155513,0.00789
739.0,2026-10-30,126,call,29.505,0.15496,0.009244
740.0,2026-10-30,126,call,28.905,0.154404,0.010596
741.0,2026-10-30,126,call,28.345,0.154049,0.011947
742.0,2026-10-30,126,call,27.75,0.153457,0.013296
743.0,2026-10-30,126,call,27.155,0.152833,0.014642
744.0,2026-10-30,126,call,26.535,0.152029,0.015987
745.0,2026-10-30,126,call,25.975,0.151543,0.017331
746.0,2026-10-30,126,call,25.405,0.150964,0.018672
750.0,2026-10-30,126,call,23.185,0.148656,0.024019
755.0,2026-10-30,126,call,20.615,0.146174,0.030664
760.0,2026-10-30,126,call,18.145,0.143361,0.037265
765.0,2026-10-30,126,call,15.865,0.140716,0.043822
770.0,2026-10-30,126,call,13.845,0.138662,0.050337
775.0,2026-10-30,126,call,11.955,0.136406,0.056809
780.0,2026-10-30,126,call,10.33,0.134834,0.06324
785.0,2026-10-30,126,call,8.82,0.132998,0.06963
790.0,2026-10-30,126,call,7.52,0.131599,0.075979
795.0,2026-10-30,126,call,6.37,0.130283,0.082288
800.0,2026-10-30,126,call,5.34,0.128867,0.088558
805.0,2026-10-30,126,call,4.46,0.127684,0.094789
810.0,2026-10-30,126,call,3.725,0.126836,0.100981
815.0,2026-10-30,126,call,3.075,0.125837,0.107134
820.0,2026-10-30,126,call,2.54,0.125138,0.113251
825.0,2026-10-30,126,call,2.1,0.124691,0.11933
830.0,2026-10-30,126,call,1.735,0.124401,0.125372
835.0,2026-10-30,126,call,1.42,0.124007,0.131378
840.0,2026-10-30,126,call,1.17,0.123932,0.137348
845.0,2026-10-30,126,call,0.965,0.123988,0.143283
850.0,2026-10-30,126,call,0.8,0.124244,0.149183
855.0,2026-10-30,126,call,0.655,0.124294,0.155048
860.0,2026-10-30,126,call,0.545,0.124744,0.160879
865.0,2026-10-30,126,call,0.46,0.125503,0.166676
870.0,2026-10-30,126,call,0.39,0.126351,0.172439
875.0,2026-10-30,126,call,0.33,0.127159,0.17817
880.0,2026-10-30,126,call,0.29,0.12863,0.183868
885.0,2026-10-30,126,call,0.25,0.129731,0.189534
890.0,2026-10-30,126,call,0.22,0.131156,0.195168
895.0,2026-10-30,126,call,0.195,0.132664,0.20077
900.0,2026-10-30,126,call,0.18,0.1348,0.206341
470.0,2026-10-30,126,put,1.435,0.407314,-0.443321
475.0,2026-10-30,126,put,1.49,0.401647,-0.432739
480.0,2026-10-30,126,put,1.56,0.396568,-0.422268
485.0,2026-10-30,126,put,1.615,0.390756,-0.411905
490.0,2026-10-30,126,put,1.69,0.385694,-0.401648
495.0,2026-10-30,126,put,1.76,0.380332,-0.391496
500.0,2026-10-30,126,put,1.825,0.374701,-0.381446
505.0,2026-10-30,126,put,1.91,0.369713,-0.371495
510.0,2026-10-30,126,put,1.98,0.364103,-0.361643
515.0,2026-10-30,126,put,2.075,0.359241,-0.351887
520.0,2026-10-30,126,put,2.155,0.353786,-0.342225
525.0,2026-10-30,126,put,2.255,0.348852,-0.332655
530.0,2026-10-30,126,put,2.365,0.344084,-0.323177
535.0,2026-10-30,126,put,2.475,0.33918,-0.313787
540.0,2026-10-30,126,put,2.59,0.334283,-0.304485
545.0,2026-10-30,126,put,2.715,0.32951,-0.295268
550.0,2026-10-30,126,put,2.855,0.324959,-0.286135
555.0,2026-10-30,126,put,2.98,0.319902,-0.277086
560.0,2026-10-30,126,put,3.15,0.31572,-0.268117
565.0,2026-10-30,126,put,3.305,0.311026,-0.259228
570.0,2026-10-30,126,put,3.48,0.30658,-0.250417
575.0,2026-10-30,126,put,3.655,0.301957,-0.241684
580.0,2026-10-30,126,put,3.87,0.297905,-0.233026
585.0,2026-10-30,126,put,4.07,0.29337,-0.224442
590.0,2026-10-30,126,put,4.325,0.289581,-0.215931
595.0,2026-10-30,126,put,4.57,0.285382,-0.207492
600.0,2026-10-30,126,put,4.815,0.280964,-0.199124
605.0,2026-10-30,126,put,5.1,0.276931,-0.190825
610.0,2026-10-30,126,put,5.38,0.272586,-0.182595
615.0,2026-10-30,126,put,5.715,0.26876,-0.174431
620.0,2026-10-30,126,put,6.025,0.264341,-0.166334
625.0,2026-10-30,126,put,6.385,0.260312,-0.158302
630.0,2026-10-30,126,put,6.785,0.256488,-0.150334
635.0,2026-10-30,126,put,7.185,0.252375,-0.142429
640.0,2026-10-30,126,put,7.65,0.24869,-0.134586
641.0,2026-10-30,126,put,7.72,0.247668,-0.133024
642.0,2026-10-30,126,put,7.835,0.247116,-0.131465
643.0,2026-10-30,126,put,7.925,0.246284,-0.129909
644.0,2026-10-30,126,put,7.985,0.245126,-0.128355
645.0,2026-10-30,126,put,8.105,0.244584,-0.126803
646.0,2026-10-30,126,put,8.245,0.244231,-0.125254
647.0,2026-10-30,126,put,8.28,0.242787,-0.123707
648.0,2026-10-30,126,put,8.445,0.242657,-0.122163
649.0,2026-10-30,126,put,8.49,0.241299,-0.120621
650.0,2026-10-30,126,put,8.605,0.240634,-0.119081
651.0,2026-10-30,126,put,8.725,0.240003,-0.117544
652.0,2026-10-30,126,put,8.835,0.239258,-0.116009
653.0,2026-10-30,126,put,8.92,0.238257,-0.114477
654.0,2026-10-30,126,put,9.01,0.237294,-0.112946
655.0,2026-10-30,126,put,9.125,0.23656,-0.111418
656.0,2026-10-30,126,put,9.245,0.235859,-0.109893
657.0,2026-10-30,126,put,9.35,0.235001,-0.10837
658.0,2026-10-30,126,put,9.46,0.234178,-0.106849
659.0,2026-10-30,126,put,9.65,0.234082,-0.10533
660.0,2026-10-30,126,put,9.715,0.232814,-0.103814
661.0,2026-10-30,126,put,9.81,0.231813,-0.1023
662.0,2026-10-30,126,put,10.01,0.231749,-0.100788
663.0,2026-10-30,126,put,10.13,0.230943,-0.099279
664.0,2026-10-30,126,put,10.22,0.229857,-0.097772
665.0,2026-10-30,126,put,10.3,0.228672,-0.096267
666.0,2026-10-30,126,put,10.45,0.228093,-0.094764
667.0,2026-10-30,126,put,10.6,0.227495,-0.093264
668.0,2026-10-30,126,put,10.75,0.22688,-0.091766
669.0,2026-10-30,126,put,10.83,0.225649,-0.09027
670.0,2026-10-30,126,put,10.98,0.225004,-0.088776
671.0,2026-10-30,126,put,11.14,0.224427,-0.087285
672.0,2026-10-30,126,put,11.275,0.223622,-0.085795
673.0,2026-10-30,126,put,11.46,0.223217,-0.084308
674.0,2026-10-30,126,put,11.575,0.222215,-0.082824
675.0,2026-10-30,126,put,11.725,0.221487,-0.081341
676.0,2026-10-30,126,put,11.805,0.220174,-0.079861
677.0,2026-10-30,126,put,11.96,0.219458,-0.078382
678.0,2026-10-30,126,put,12.1,0.218605,-0.076906
679.0,2026-10-30,126,put,12.265,0.217936,-0.075433
680.0,2026-10-30,126,put,12.41,0.217091,-0.073961
681.0,2026-10-30,126,put,12.62,0.216741,-0.072491
682.0,2026-10-30,126,put,12.735,0.215629,-0.071024
683.0,2026-10-30,126,put,12.9,0.214891,-0.069559
684.0,2026-10-30,126,put,13.075,0.214213,-0.068096
685.0,2026-10-30,126,put,13.28,0.213746,-0.066635
686.0,2026-10-30,126,put,13.465,0.213106,-0.065176
687.0,2026-10-30,126,put,13.645,0.21241,-0.063719
688.0,2026-10-30,126,put,13.795,0.211471,-0.062265
689.0,2026-10-30,126,put,13.925,0.21037,-0.060812
690.0,2026-10-30,126,put,14.125,0.209771,-0.059362
691.0,2026-10-30,126,put,14.275,0.208786,-0.057914
692.0,2026-10-30,126,put,14.455,0.208004,-0.056468
693.0,2026-10-30,126,put,14.705,0.20771,-0.055024
694.0,2026-10-30,126,put,14.875,0.206818,-0.053582
695.0,2026-10-30,126,put,15.115,0.206408,-0.052142
696.0,2026-10-30,126,put,15.32,0.205727,-0.050704
697.0,2026-10-30,126,put,15.5,0.204851,-0.049268
698.0,2026-10-30,126,put,15.705,0.204132,-0.047835
699.0,2026-10-30,126,put,15.895,0.20329,-0.046403
700.0,2026-10-30,126,put,16.11,0.202602,-0.044973
701.0,2026-10-30,126,put,16.29,0.201654,-0.043546
702.0,2026-10-30,126,put,16.47,0.200689,-0.04212
703.0,2026-10-30,126,put,16.78,0.200589,-0.040697
704.0,2026-10-30,126,put,16.915,0.199281,-0.039275
705.0,2026-10-30,126,put,17.2,0.198965,-0.037856
706.0,2026-10-30,126,put,17.425,0.198224,-0.036438
707.0,2026-10-30,126,put,17.6,0.197131,-0.035023
708.0,2026-10-30,126,put,17.83,0.196384,-0.03361
709.0,2026-10-30,126,put,18.08,0.195747,-0.032198
710.0,2026-10-30,126,put,18.395,0.195513,-0.030789
711.0,2026-10-30,126,put,18.625,0.194701,-0.029381
712.0,2026-10-30,126,put,18.82,0.193641,-0.027976
713.0,2026-10-30,126,put,19.135,0.193335,-0.026572
714.0,2026-10-30,126,put,19.33,0.192235,-0.025171
715.0,2026-10-30,126,put,19.705,0.192263,-0.023771
716.0,2026-10-30,126,put,19.865,0.190899,-0.022374
717.0,2026-10-30,126,put,20.14,0.190244,-0.020978
718.0,2026-10-30,126,put,20.515,0.190193,-0.019584
719.0,2026-10-30,126,put,20.78,0.189426,-0.018192
720.0,2026-10-30,126,put,21.075,0.188823,-0.016803
721.0,2026-10-30,126,put,21.405,0.188413,-0.015415
722.0,2026-10-30,126,put,21.695,0.18773,-0.014029
723.0,2026-10-30,126,put,21.885,0.186408,-0.012644
724.0,2026-10-30,126,put,22.265,0.186231,-0.011262
725.0,2026-10-30,126,put,22.515,0.185232,-0.009882
726.0,2026-10-30,126,put,22.89,0.184972,-0.008504
727.0,2026-10-30,126,put,23.25,0.184592,-0.007127
728.0,2026-10-30,126,put,23.555,0.183854,-0.005753
729.0,2026-10-30,126,put,23.915,0.183421,-0.00438
730.0,2026-10-30,126,put,24.27,0.182932,-0.003009
731.0,2026-10-30,126,put,24.655,0.182596,-0.00164
732.0,2026-10-30,126,put,24.93,0.181576,-0.000273
733.0,2026-10-30,126,put,25.33,0.181276,0.001092
734.0,2026-10-30,126,put,25.66,0.180531,0.002455
735.0,2026-10-30,126,put,26.03,0.179998,0.003817
736.0,2026-10-30,126,put,26.44,0.179674,0.005176
737.0,2026-10-30,126,put,26.755,0.178761,0.006534
738.0,2026-10-30,126,put,27.21,0.178646,0.00789
739.0,2026-10-30,126,put,27.58,0.178003,0.009244
740.0,2026-10-30,126,put,28.025,0.177771,0.010596
741.0,2026-10-30,126,put,28.315,0.176603,0.011947
742.0,2026-10-30,126,put,28.815,0.176637,0.013296
743.0,2026-10-30,126,put,29.225,0.176114,0.014642
744.0,2026-10-30,126,put,29.685,0.175855,0.015987
745.0,2026-10-30,126,put,30.145,0.175567,0.017331
746.0,2026-10-30,126,put,30.455,0.174375,0.018672
750.0,2026-10-30,126,put,32.455,0.173743,0.024019
755.0,2026-10-30,126,put,34.9,0.171961,0.030664
760.0,2026-10-30,126,put,37.465,0.170122,0.037265
765.0,2026-10-30,126,put,41.2,0.174474,0.043822
770.0,2026-10-30,126,put,43.68,0.17063,0.050337
775.0,2026-10-30,126,put,46.31,0.166832,0.056809
780.0,2026-10-30,126,put,50.56,0.172397,0.06324
785.0,2026-10-30,126,put,54.455,0.175217,0.06963
790.0,2026-10-30,126,put,58.11,0.175905,0.075979
800.0,2026-10-30,126,put,67.92,0.192833,0.088558
810.0,2026-10-30,126,put,77.935,0.210387,0.100981
840.0,2026-10-30,126,put,107.97,0.259544,0.137348
515.0,2026-11-20,147,call,227.485,0.188034,-0.351887
530.0,2026-11-20,147,call,213.07,0.232196,-0.323177
540.0,2026-11-20,147,call,203.535,0.240545,-0.304485
550.0,2026-11-20,147,call,194.105,0.246889,-0.286135
560.0,2026-11-20,147,call,184.64,0.246788,-0.268117
575.0,2026-11-20,147,call,170.38,0.240346,-0.241684
580.0,2026-11-20,147,call,165.715,0.239687,-0.233026
600.0,2026-11-20,147,call,147.32,0.236702,-0.199124
605.0,2026-11-20,147,call,143.285,0.24355,-0.190825
610.0,2026-11-20,147,call,138.21,0.233526,-0.182595
615.0,2026-11-20,147,call,133.545,0.229687,-0.174431
620.0,2026-11-20,147,call,129.675,0.23624,-0.166334
625.0,2026-11-20,147,call,125.17,0.233506,-0.158302
635.0,2026-11-20,147,call,116.195,0.227453,-0.142429
640.0,2026-11-20,147,call,111.16,0.218084,-0.134586
650.0,2026-11-20,147,call,102.4,0.212894,-0.119081
655.0,2026-11-20,147,call,98.01,0.209647,-0.111418
660.0,2026-11-20,147,call,93.675,0.206563,-0.103814
665.0,2026-11-20,147,call,89.44,0.203985,-0.096267
670.0,2026-11-20,147,call,85.915,0.206776,-0.088776
675.0,2026-11-20,147,call,81.07,0.198419,-0.081341
680.0,2026-11-20,147,call,76.81,0.194465,-0.073961
685.0,2026-11-20,147,call,73.41,0.19641,-0.066635
690.0,2026-11-20,147,call,69.535,0.19426,-0.059362
695.0,2026-11-20,147,call,65.535,0.190789,-0.052142
700.0,2026-11-20,147,call,61.63,0.187522,-0.044973
705.0,2026-11-20,147,call,57.16,0.18025,-0.037856
710.0,2026-11-20,147,call,52.5,0.17155,-0.030789
715.0,2026-11-20,147,call,49.51,0.172672,-0.023771
720.0,2026-11-20,147,call,46.025,0.17016,-0.016803
725.0,2026-11-20,147,call,42.39,0.166224,-0.009882
730.0,2026-11-20,147,call,39.01,0.163183,-0.003009
735.0,2026-11-20,147,call,35.905,0.161062,0.003817
740.0,2026-11-20,147,call,32.705,0.157777,0.010596
745.0,2026-11-20,147,call,29.675,0.154762,0.017331
750.0,2026-11-20,147,call,26.865,0.152245,0.024019
755.0,2026-11-20,147,call,24.17,0.149626,0.030664
760.0,2026-11-20,147,call,21.595,0.146904,0.037265
765.0,2026-11-20,147,call,19.23,0.144545,0.043822
770.0,2026-11-20,147,call,17.08,0.142572,0.050337
775.0,2026-11-20,147,call,15.05,0.140452,0.056809
780.0,2026-11-20,147,call,13.2,0.138522,0.06324
785.0,2026-11-20,147,call,11.49,0.136558,0.06963
790.0,2026-11-20,147,call,9.985,0.134984,0.075979
795.0,2026-11-20,147,call,8.67,0.133777,0.082288
800.0,2026-11-20,147,call,7.43,0.132198,0.088558
805.0,2026-11-20,147,call,6.385,0.131145,0.094789
810.0,2026-11-20,147,call,5.45,0.130075,0.100981
815.0,2026-11-20,147,call,4.655,0.129317,0.107134
820.0,2026-11-20,147,call,3.925,0.128281,0.113251
825.0,2026-11-20,147,call,3.325,0.12767,0.11933
830.0,2026-11-20,147,call,2.8,0.127046,0.125372
835.0,2026-11-20,147,call,2.345,0.126431,0.131378
840.0,2026-11-20,147,call,1.97,0.126078,0.137348
845.0,2026-11-20,147,call,1.635,0.125523,0.143283
850.0,2026-11-20,147,call,1.37,0.125364,0.149183
855.0,2026-11-20,147,call,1.145,0.12524,0.155048
860.0,2026-11-20,147,call,0.96,0.125278,0.160879
865.0,2026-11-20,147,call,0.805,0.125387,0.166676
870.0,2026-11-20,147,call,0.675,0.125551,0.172439
875.0,2026-11-20,147,call,0.57,0.125906,0.17817
880.0,2026-11-20,147,call,0.49,0.126635,0.183868
885.0,2026-11-20,147,call,0.42,0.127308,0.189534
890.0,2026-11-20,147,call,0.36,0.127984,0.195168
895.0,2026-11-20,147,call,0.32,0.129304,0.20077
900.0,2026-11-20,147,call,0.28,0.130316,0.206341
905.0,2026-11-20,147,call,0.25,0.131653,0.211881
910.0,2026-11-20,147,call,0.22,0.132714,0.217391
915.0,2026-11-20,147,call,0.2,0.134287,0.22287
920.0,2026-11-20,147,call,0.18,0.135659,0.22832
925.0,2026-11-20,147,call,0.165,0.137293,0.23374
930.0,2026-11-20,147,call,0.15,0.138758,0.239131
940.0,2026-11-20,147,call,0.13,0.142336,0.249826
945.0,2026-11-20,147,call,0.12,0.143936,0.255131
950.0,2026-11-20,147,call,0.11,0.145393,0.260408
955.0,2026-11-20,147,call,0.1,0.14669,0.265658
960.0,2026-11-20,147,call,0.095,0.148638,0.27088
970.0,2026-11-20,147,call,0.08,0.151371,0.281242
975.0,2026-11-20,147,call,0.08,0.154011,0.286384
980.0,2026-11-20,147,call,0.075,0.155628,0.291499
985.0,2026-11-20,147,call,0.07,0.157148,0.296588
990.0,2026-11-20,147,call,0.07,0.159704,0.301651
1000.0,2026-11-20,147,call,0.06,0.162352,0.311702
300.0,2026-11-20,147,put,0.415,0.589722,-0.892271
305.0,2026-11-20,147,put,0.44,0.583773,-0.875742
310.0,2026-11-20,147,put,0.46,0.576946,-0.859481
315.0,2026-11-20,147,put,0.485,0.570818,-0.843481
330.0,2026-11-20,147,put,0.555,0.551349,-0.796961
340.0,2026-11-20,147,put,0.615,0.539724,-0.767108
345.0,2026-11-20,147,put,0.64,0.533236,-0.752509
350.0,2026-11-20,147,put,0.675,0.527767,-0.738121
355.0,2026-11-20,147,put,0.705,0.521695,-0.723936
360.0,2026-11-20,147,put,0.735,0.515572,-0.70995
365.0,2026-11-20,147,put,0.77,0.509861,-0.696156
370.0,2026-11-20,147,put,0.805,0.504076,-0.682551
375.0,2026-11-20,147,put,0.76,0.491368,-0.669128
380.0,2026-11-20,147,put,0.875,0.492324,-0.655882
385.0,2026-11-20,147,put,0.91,0.486374,-0.64281
390.0,2026-11-20,147,put,0.945,0.480383,-0.629907
395.0,2026-11-20,147,put,0.985,0.474709,-0.617168
400.0,2026-11-20,147,put,1.03,0.469315,-0.604589
405.0,2026-11-20,147,put,1.075,0.463843,-0.592167
410.0,2026-11-20,147,put,1.115,0.457993,-0.579897
415.0,2026-11-20,147,put,1.165,0.452702,-0.567775
420.0,2026-11-20,147,put,1.205,0.446761,-0.555799
425.0,2026-11-20,147,put,1.255,0.441344,-0.543965
430.0,2026-11-20,147,put,1.31,0.436126,-0.532269
435.0,2026-11-20,147,put,1.365,0.43083,-0.520708
440.0,2026-11-20,147,put,1.415,0.42522,-0.509279
445.0,2026-11-20,147,put,1.47,0.4198,-0.497979
450.0,2026-11-20,147,put,1.525,0.414322,-0.486806
455.0,2026-11-20,147,put,1.595,0.409439,-0.475756
460.0,2026-11-20,147,put,1.655,0.404045,-0.464827
465.0,2026-11-20,147,put,1.715,0.398594,-0.454016
470.0,2026-11-20,147,put,1.78,0.393284,-0.443321
475.0,2026-11-20,147,put,1.855,0.388282,-0.432739
480.0,2026-11-20,147,put,1.93,0.383197,-0.422268
485.0,2026-11-20,147,put,2.01,0.378205,-0.411905
490.0,2026-11-20,147,put,2.095,0.373293,-0.401648
495.0,2026-11-20,147,put,2.175,0.368135,-0.391496
500.0,2026-11-20,147,put,2.265,0.363208,-0.381446
505.0,2026-11-20,147,put,2.37,0.35863,-0.371495
510.0,2026-11-20,147,put,2.465,0.353658,-0.361643
515.0,2026-11-20,147,put,2.57,0.348869,-0.351887
520.0,2026-11-20,147,put,2.685,0.344238,-0.342225
525.0,2026-11-20,147,put,2.815,0.339865,-0.332655
530.0,2026-11-20,147,put,2.935,0.335122,-0.323177
535.0,2026-11-20,147,put,3.065,0.330502,-0.313787
540.0,2026-11-20,147,put,3.21,0.326093,-0.304485
545.0,2026-11-20,147,put,3.37,0.321865,-0.295268
550.0,2026-11-20,147,put,3.525,0.317387,-0.286135
555.0,2026-11-20,147,put,3.71,0.313356,-0.277086
560.0,2026-11-20,147,put,3.885,0.308971,-0.268117
565.0,2026-11-20,147,put,4.1,0.305151,-0.259228
570.0,2026-11-20,147,put,4.315,0.301141,-0.250417
575.0,2026-11-20,147,put,4.54,0.297116,-0.241684
580.0,2026-11-20,147,put,4.785,0.293222,-0.233026
585.0,2026-11-20,147,put,5.04,0.289286,-0.224442
590.0,2026-11-20,147,put,5.28,0.284943,-0.215931
595.0,2026-11-20,147,put,5.585,0.281329,-0.207492
600.0,2026-11-20,147,put,5.87,0.277228,-0.199124
605.0,2026-11-20,147,put,6.21,0.27363,-0.190825
610.0,2026-11-20,147,put,6.565,0.26998,-0.182595
615.0,2026-11-20,147,put,6.9,0.265864,-0.174431
620.0,2026-11-20,147,put,7.315,0.262437,-0.166334
625.0,2026-11-20,147,put,7.725,0.258695,-0.158302
630.0,2026-11-20,147,put,8.13,0.25466,-0.150334
635.0,2026-11-20,147,put,8.605,0.251092,-0.142429
640.0,2026-11-20,147,put,9.11,0.247541,-0.134586
645.0,2026-11-20,147,put,9.595,0.243532,-0.126803
650.0,2026-11-20,147,put,10.17,0.240067,-0.119081
655.0,2026-11-20,147,put,10.76,0.236433,-0.111418
660.0,2026-11-20,147,put,11.38,0.232753,-0.103814
665.0,2026-11-20,147,put,12.02,0.228934,-0.096267
670.0,2026-11-20,147,put,12.8,0.225884,-0.088776
675.0,2026-11-20,147,put,13.54,0.222181,-0.081341
680.0,2026-11-20,147,put,14.355,0.218686,-0.073961
685.0,2026-11-20,147,put,15.17,0.21484,-0.066635
690.0,2026-11-20,147,put,16.06,0.211154,-0.059362
695.0,2026-11-20,147,put,17.09,0.208014,-0.052142
700.0,2026-11-20,147,put,18.145,0.204622,-0.044973
705.0,2026-11-20,147,put,19.275,0.201282,-0.037856
710.0,2026-11-20,147,put,20.425,0.197633,-0.030789
715.0,2026-11-20,147,put,21.8,0.194876,-0.023771
720.0,2026-11-20,147,put,23.245,0.192036,-0.016803
725.0,2026-11-20,147,put,24.7,0.188751,-0.009882
730.0,2026-11-20,147,put,26.31,0.185826,-0.003009
735.0,2026-11-20,147,put,28.075,0.18322,0.003817
740.0,2026-11-20,147,put,30.135,0.181659,0.010596
745.0,2026-11-20,147,put,32.18,0.179422,0.017331
750.0,2026-11-20,147,put,34.48,0.177962,0.024019
755.0,2026-11-20,147,put,36.9,0.176533,0.030664
760.0,2026-11-20,147,put,39.445,0.175156,0.037265
765.0,2026-11-20,147,put,41.665,0.171367,0.043822
770.0,2026-11-20,147,put,44.46,0.170057,0.050337
775.0,2026-11-20,147,put,48.425,0.174653,0.056809
780.0,2026-11-20,147,put,51.19,0.171945,0.06324
785.0,2026-11-20,147,put,55.53,0.177699,0.06963
790.0,2026-11-20,147,put,59.33,0.179903,0.075979
795.0,2026-11-20,147,put,62.975,0.180703,0.082288
800.0,2026-11-20,147,put,68.26,0.191118,0.088558
805.0,2026-11-20,147,put,72.91,0.197451,0.094789
555.0,2026-11-30,157,call,190.23,0.244198,-0.277086
580.0,2026-11-30,157,call,166.665,0.236963,-0.233026
600.0,2026-11-30,157,call,148.3,0.233111,-0.199124
620.0,2026-11-30,157,call,130.67,0.231875,-0.166334
630.0,2026-11-30,157,call,121.125,0.219878,-0.150334
635.0,2026-11-30,157,call,117.245,0.223536,-0.142429
645.0,2026-11-30,157,call,108.62,0.219627,-0.126803
650.0,2026-11-30,157,call,103.55,0.210042,-0.119081
660.0,2026-11-30,157,call,94.785,0.20329,-0.103814
665.0,2026-11-30,157,call,90.835,0.203038,-0.096267
670.0,2026-11-30,157,call,87.0,0.203093,-0.088776
672.0,2026-11-30,157,call,85.425,0.202626,-0.085795
674.0,2026-11-30,157,call,83.765,0.201438,-0.082824
682.0,2026-11-30,157,call,77.185,0.196526,-0.071024
684.0,2026-11-30,157,call,75.38,0.194029,-0.068096
685.0,2026-11-30,157,call,74.655,0.194005,-0.066635
686.0,2026-11-30,157,call,73.97,0.194231,-0.065176
687.0,2026-11-30,157,call,73.075,0.192993,-0.063719
691.0,2026-11-30,157,call,69.925,0.19083,-0.057914
692.0,2026-11-30,157,call,69.135,0.19023,-0.056468
